a00_cle_idweb,d01_07_cp,d01_08_ville,d01_01_denomination,g04_052_descripteurs_libelles,g04_09_resume_objet,g04_061_criteres_sociaux,g01_02_02_perimetre,g01_02_01_famille,g01_02_03_nature,g01_02_04_statut,g04_062_criteres_environnementaux,g04_01_date_publication
19-141502,85670,Saint-Christophe-du-Ligneron,CCAS de Saint-Christophe-du-Ligneron,"[""Maîtrise d'oeuvre""]",Marché deMaîtrise d'Ouvre pour la restructuration / extension de l'EHPAD ' Résidence Saint Christophe ' sur la commune de Saint Christophe du Ligneron,non,directive25,joue,appeloffre,initial,non,2019-09-19
19-142480,85923,La Roche sur Yon,Conseil général de la Vendée,"[""Maîtrise d'oeuvre""]",Mission de maîtrise d'oeuvre pour l'extension du collège Jacques Laurent à La Mothe Achard,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142417,85923,La Roche sur Yon,Conseil général de la Vendée,"['Informatique (matériel)', 'Logiciel', 'Informatique (assistance)']","Acquisition, maintenance d'une solution de contrôleur de mise à disposition d'applications (ADC), fournitures et prestations associées",non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141504,85925,La roche sur yon cedex 9,CHD VENDEE,['Consommables médicaux'],"Fourniture de dispositifs médicaux stériles, implantables ou non pour le GHT Vendée",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142863,86000,Poitiers,Eaux de Vienne - Siveer,['Etude'],Accord-cadre à bons de commande relatif au programme d'expérimentation pour le développement des couverts en intercultures courtes sur l'aire d'alimentation de captage de Fontaine du So,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142816,86000,Poitiers,UIOSS POITIERS,['Sécurité incendie'],Marché de maintenance des moyens de secours du groupement de commandes régional comportant 12 organismes,non,cmp2006,fns,appeloffre,initial,oui,2019-09-19
19-141671,86021,Poitiers cedex,GRAND POITIERS COMMUNAUTE URBAINE,"[""Maîtrise d'oeuvre""]",mission de maîtrise d'oeuvre pour la construction de l'ecole européenne supérieure de l'image (eesi) - pôle créatif et culturel aux couronneries à poitiers (rectificatif),non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-140982,86021,Poitiers cedex,GRAND POITIERS COMMUNAUTE URBAINE,['Matériaux routiers'],achat et recyclage de matériaux de voirie,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142234,86100,Châtellerault,CA DE GRAND CHATELLERAULT,['Déchetterie (travaux)'],"Réaménagement de la déchèterie et de la décharge de Doussay, déconstruction de 3 déchèteries",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141652,87031,LIMOGES,Conseil Départemental Haute-Vienne,['Véhicules (acquisition)'],"Acquisition d'un camion châssis-cabine 6x4, P.T.A.C 26 tonnes, équipe d'une épandeuse automatique de liants hydrocarbonés et d'une benne travaux publics.",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142413,87031,LIMOGES CEDEX 1,CENTRE COMMUNAL D ACTION SOCIALE,['Colis'],Fourniture de colis de Noël 2019,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141276,87032,Limoges,Université de Limoges,['Laboratoire (matériel)'],907-18-63,non,directive24,joue,attribution,initial,non,2019-09-19
19-141365,87032,Limoges,Université de Limoges,['Nettoyage de locaux'],900-18-62,non,directive24,joue,attribution,initial,non,2019-09-19
19-142345,87032,Limoges,Université de Limoges,['Matériel de précision'],Achat d'un amplificateur vers 2 µm,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142926,87042,Limoges cedex,CHU DUPUYTREN,['Audit'],Audit et mission d'accompagnement d'un projet devant conduire à la juste prescription des examens de biologie médicale et d'anatomie pathologique et audit de la chaîne achats et approvi,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142718,87042,Limoges cedex,CHU DUPUYTREN,"[""Tous corps d'état""]",Réfection des formes de pentes des salles de bains à l'hôpital Jean Rebeyrol - V360 - 4ème aile B,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142623,88700,Rambervillers,COMMUNE DE RAMBERVILLERS,"['Drainage', 'Terrassement']",Travaux de drainage en vue de l'extension du cimetière communal à Rambervillers,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142794,89024,Auxerre cedex,CPAM AUXERRE,['Charpente'],TRAVAUX DE REFECTION COMPLETE DES COUVERTURES ET DE BARDAGE,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-142392,89024,Auxerre cedex,CPAM AUXERRE,['Charpente'],TRAVAUX DE REFECTION COMPLETE DES COUVERTURES ET DE BARDAGE,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141689,89100,Sens,Communauté d'Agglomération gd Sénonais,"[""Station d'épuration (exploitation)""]",prestations pour l'enlevement et le traitement des boues issues des stations d'epuration de saint-denis-les sens et villeneuve-sur-yonne (rectificatif),non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-142616,89108,sens cedex,Centre hospitalier de sens,['Matériel de sécurité'],extension du système de vidéoprotection,non,cmp2006,mapa,appeloffre,initial,oui,2019-09-19
19-142640,90020,BELFORT CEDEX,Cté de l'Agglomération Belfortaine,['Fibre optique'],"Extension de l'infrastructure fibres optiques du GFU (Groupe fermé d'utilisateurs) de GBCA aux mairies, écoles et équipements communautaires",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141191,91012,Evry cedex,Conseil général de l'Essonne,['Pièces détachées'],"Entretien, réparation et pièces détachées des véhicules < 3,5 tonnes LOT 5",non,directive24,joue,attribution,initial,non,2019-09-19
19-141037,91054,Evry-courcouronnes cedex,CAGrand Paris Sud Seine Essonne Sénart,"['Chauffage (travaux)', 'Couverture', 'Isolation', 'Maçonnerie', 'Menuiserie', 'Revêtements muraux', 'Terrasse', 'Occultation']",travaux pour l'amélioration thermique de la médiathèque elsa triolet et du conservatoire messiaen à ris-orangis (91130),non,directive24,joue,attribution,initial,non,2019-09-19
19-142333,91165,SAULX LES CHARTREUX,SM AMENAGEMENT HYDRAULIQUE VAL YVETTE,['Terrassement'],TRAVAUX DE TERRASSEMENT POUR AUGMENTER LE VOLUME UTILE DU BASSIN DE SAULX-LES-CHARTREUX AVEC ÉVACUATION DES DÉBLAIS ET AMÉNAGEMENT DE MARES,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141827,91371,Verrières-Le-Buisson,Ville de Verrières-le-Buisson,['Assurance'],Marché public de prestation de services en assurances,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142435,92309,Levallois-perret cedex,ACFCI,['Prestations de services'],"Tierce maintenance applicative et prestations complémentaires pour la solution "" Bilan Hygiène Sécurité "" de CCI France",non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142519,92310,Sèvres,ETS PUB CITE CERAMIQUE SEVRES LIMOGES,['Menuiserie'],Travaux d'aménagements scénographiques de l'exposition temporaire intitulée 'Formes vivantes' au musée national Adrien Dubouché à Limoges,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-142391,92310,Sèvres,ETS PUB CITE CERAMIQUE SEVRES LIMOGES,"['Chauffage (exploitation, entretien)', 'Maintenance', 'Prestations de services']",Exploitation-maintenance des équipements de chauffage-ventilation-climatisation (CVC) - hors systèmes de filtration d'air - du site de Sèvres - Manufacture et musée nationaux,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-142621,92350,Le plessis robinson,Ville du Plessis-Robinson,"['Machines-outils', 'Nettoyage de locaux']",MARCHE RELATIF A L'ACQUISITION D'UNE AUTOLAVEUSE AUTOPORTEE POUR LES BESOINS DE LA VILLE DU PLESSIS-ROBINSON,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141329,92390,Villeneuve-la-garenne,COMMUNE DE VILLENEUVE LA GARENNE,['Sécurité incendie'],Installation et maintenance des systèmes de sécurité incendie et de mise en sûreté des bâtiments communaux de Villeneuve-la-Garenne (92390),non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142526,92401,Courbevoie,Ville de Courbevoie,['Télésurveillance'],Extension et maintenance préventive et corrective du réseau de vidéo protection urbaine,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141438,92513,Boulogne-billancourt cedex,Institut National du Cancer (INCa),['Audit'],Audits financiers pour le contrôle de l'usage des subventions versées par l'Institut National du Cancer,non,directive24,joue,attribution,initial,non,2019-09-19
19-141120,92700,Colombes,Ville de Colombes,['Habillement'],"Acquisition d'uniformes, de chaussures, d'équipements et matériels destinés aux agents de la police municipale, aux service Asvp et opérateurs vidéos de la ville de Colombes",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141564,92806,Puteaux Cédex,PARIS OUEST LA DEFENSE,['Ordures ménagères (prestations)'],19117,non,autre,joue,rectificatif,rectificatif,oui,2019-09-19
19-141838,93000,Bobigny,DEPARTEMENT DE LA SEINE SAINT DENIS,"['Prestations de services', 'Transport']",Exploitation et contrôle du service de transport de personnes à mobilité réduite 'Pam93',oui,directive24,joue,attribution,initial,oui,2019-09-19
19-141347,93105,Montreuil cedex,VILLE DE MONTREUIL,['Prestations de services'],"Maintenance préventive et curative, réparation et remplacement des systèmes de contrôle d'accès, d'alarme anti-intrusion et de vidéoprotection pour la ville de Montreuil",non,directive24,joue,appeloffre,initial,oui,2019-09-19
19-141393,93160,Noisy-le-Grand,Lycée Flora Tristan,['Restauration collective'],Fournitures de denrées alimentaires pour le Groupement d'achats des établissements publics locaux d'enseignement sur le territoire francilien,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141095,93200,Saint-denis,Société du Grand Paris,['Transport'],"Conception, réalisation et fourniture des Véhicules de Maintenance Industriels (VMI-I) pour les lignes 15-16 et 17 du GPE",non,directive25,joue,appeloffre,initial,non,2019-09-19
19-134144,93200,Saint-Denis,OPH Plaine Commune Habitat,"['Carburant, hydrocarbure']",Accord-cade à bons de commande pour la fourniture en carburant du parc automobile de plaine commune habitat,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142722,93218,Saint-denis-la-plaine,HAUTE AUTORITE DE SANTE,['Prestations de services'],Prestations de surveillance de la presse écrite et audiovisuelle,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141718,93232,Romainville,EST ENSEMBLE,"['Etude', 'Prestations de services']",Marché no19.AO.EE.132,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141233,93308,Aubervilliers,Ville d'Aubervilliers,['Ascenseur'],Entretien et maintenance des ascenseurs et des monte-charges dans les différents bâtiments communaux pour les années 2020 à 2023,oui,directive24,joue,appeloffre,initial,oui,2019-09-19
19-141194,93322,Aubervilliers cedex,Campus Condorcet,['Fondations spéciales'],Travaux d'injection pour le comblement/clavage et le traitement des dissolutions de gypse antéludien préalable à la mise en oeuvre de fondations profondes,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142581,93346,Le Raincy cedex,MAIRIE DU RAINCY,"['Assainissement', 'Eclairage public', 'Signalisation', 'Voirie et réseaux divers']",réfection des trottoirs de l'avenue de la résistance,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141460,93370,Montfermeil,GHT 93 EST,['Maintenance'],Maintenance préventive et corrective d'équipement de restauration du GHT GPNE,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141468,93400,Saint-ouen-sur-seine,REGION ILE-DE-FRANCE,"[""Maîtrise d'oeuvre""]",Marché de maîtrise d'oeuvre pour la réhabilitation d'une partie du bâtiment Léonard de Vinci rattaché au lycée de Cachan(94),non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-141323,93450,L'Île-Saint-Denis,Maire de L'Île-Saint-Denis,"[""Maîtrise d'oeuvre""]",Maîtrise d'oeuvre pour la réalisation d'un terrain de football en gazon synthétique,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-140941,93507,Pantin,CENTRE NATIONAL DE LA DANSE,['Nettoyage de locaux'],Prestations de nettoyage des locaux et de la vitrerie du centre national de la danse de Lyon,non,autre,joue,rectificatif,rectificatif,oui,2019-09-19
19-140942,93555,Montreuil Cedex,FranceAgriMer,['Etude'],"suivi des achats de fruits, légumes et pommes de terre transformés par les ménages français",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-137779,93555,Montreuil cedex,FranceAgriMer,['Etude'],"suivi des achats de fruits, légumes et pomme de terre frais par les ménages français",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141682,93558,Montreuil,DGDDI,"['Armement', 'Matériel de sécurité']",Marché de fourniture de matériels de ciblerie,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142494,93600,Aulnay-sous-bois,Ville d'Aulnay-sous-Bois,['Signalétique'],Fournitures de plaques de rue - année 2020/2021 reconductible jusqu'en 2023,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142815,93697,Pantin cedex,Pantin Habitat,['Serrurerie'],Fourniture et livraison de divers produits et matériels,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141350,94010,Créteil cedex,ville de Créteil,['Télécommunications'],FOURNITURE DE SERVICES DE TELECOMMUNICATION MOBILE (GROUPEMENT DE COMMANDES VILLE ET GPSEA),non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141244,94110,Arcueil,Mairie d'Arcueil,['Mobilier'],Fourniture et installation de mobilier scolaire,non,directive24,joue,attribution,initial,oui,2019-09-19
19-142614,94130,Nogent-sur-marne,Ville de Nogent sur Marne,['Matériaux de construction'],Fourniture de matériaux et matériels de construction pour les travaux en régie - Groupement de commande Ville / CCAS de Nogent-sur-Marne,non,cmp2006,fns,appeloffre,rectificatif,oui,2019-09-19
19-142752,94165,Saint-Mandé,Institut Geographique National,"[""Matériel d'imprimerie""]",Marché à procédure adaptée relatif à la fourniture d'encres offset primaires et Pantone® et de produits associés,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142705,94165,Saint-mande cedex,METEO FRANCE,['Prestations de services'],Le présent marché a pour objet la fourniture de services à la personne par l'émission et l'attribution de Chèques Emploi Services Universels CESU pour la garde de jeunes enfants de 0 à 6 ans,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141015,94270,Le kremlin - Bicêtre,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,"[""Ouvrage d'art""]",Marché public global sectoriel pour la construction du nouveau siège de l'Assistance Publique - Hôpitaux de Paris,non,directive24,joue,attribution,initial,non,2019-09-19
19-141431,94275,Le kremlin bicêtre cedex,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,"['Prestations de services', 'Sécurité incendie']","Verification et maintenance des systemes de securite incendie, systemes d'alarmes et installations assimilées (toutes marques)- Relance",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142830,94300,Vincennes,Ville de Vincennes,"['Informatique (prestations de services)', 'Informatique (maintenance serveurs et réseaux)']",Refonte et hébergement du site web de l'Office de tourisme de la Ville de Vincennes et maintenance associée,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141565,94306,Vincennes cedex,SADEV 94,"[""Maîtrise d'oeuvre""]",Marché de maîtrise d'oeuvre pour la réalisation et la requalification des espaces publics des Simonettes Nord et Hauts Bonne Eau à Champigny-sur-Marne,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141731,94360,Bry-sur-Marne,Ville de Bry-sur-Marne,"['Chauffage (exploitation, entretien)']","Exploitation et maintenance des installations de génie climatique, de traitement d'air et de climatisation",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142729,94510,La queue-en-brie,ville de La Queue-en-Brie,['Voyage'],Séjours Enfance-Jeunesse année 2020,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141866,95027,Cergy-Pontoise,CACP,['Signalisation'],19ta03 - Marché d'Entretien et de Travaux de renouvellement des équipements de Signalisation Lumineuse Tricolore de la communauté d'agglomération de Cergy-Pontoise,non,directive24,joue,attribution,initial,non,2019-09-19
19-141545,95027,Cergy-Pontoise,CACP,['Espaces verts'],19sf08 - Marché d'entretien des espaces verts d'intérêt communautaire,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141868,95027,Cergy-Pontoise,CACP,['Prestations de services'],"19sf01 - Marché d'animation et gestion de l'incubateur, pépinière et hôtel d'entreprise La Turbine sur le territoire de l'agglomération de Cergy-Pontoise",non,directive24,joue,attribution,initial,non,2019-09-19
19-141789,95031,Cergy pontoise cedex,Val d'Oise Habitat,['Assurance'],Marché de prestations de services d'assurances en matière de risques construction.,non,directive24,joue,attribution,initial,non,2019-09-19
19-142332,95032,Cergy pontoise,Conseil Général du Val d'Oise,['Audiovisuel'],Réalisation de reportages vidéos et photos dédiés aux sports de nature et aux Sorties Nature du Département du Val d?Oise Lot 1 : Réalisation de photos et Lot 2 : Réalisation de vidéos,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141332,95540,Méry-sur-oise,MERY-SUR-OISE,['Véhicules (location)'],Location d'autocar avec chauffeur pour le CCAS et la Ville de Méry-sur-Oise.,non,directive24,joue,attribution,initial,non,2019-09-19
19-142856,95700,ROISSY EN FRANCE,COMMUNAUTE D AGL ROISSY PAYS DE FRANCE,"['Etude', ""Assistance à maîtrise d'ouvrage""]",Assistance à Maîtrise d'ouvrage pour une étude de définition d'un projet d'aménagement paysager et écologique sur le Mont Griffard à Villiers le Bel et Ecouen,non,cmp2006,mapa,appeloffre,rectificatif,non,2019-09-19
19-121837,97109,Basse-Terre cédex,Centre Hospitalier de la Basse-Terre,"[""Tous corps d'état""]",remise aux normes du batiment C du centre hospitalier de la basse-terre,non,directive24,joue,attribution,initial,non,2019-09-19
19-142945,97122,Baie-mahault,Routes de Guadeloupe,"['Etude', 'Ingénierie']",Missions d'ingénierie et d'études relatives à l'amiante sur les bâtiments de Routes de Guadeloupe,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142940,97122,Baie-mahault,Gip daifi,['Formation'],Il s'agit d'un marché de fourniture de fourniture et livraison de papiers et de fournitures de bureau. (rectificatif),non,cmp2006,mapa,appeloffre,rectificatif,non,2019-09-19
19-141509,97170,Petit Bourg,VILLE DE PETIT-BOURG,"[""Assistance à maîtrise d'ouvrage""]","Accord cadre mission d'accompagnement dans le cadre d'opérations de construction, réhabilitation et d'aménagement",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-74182,97200,FORT DE FRANCE,COLLECTIVITE TERRITORIALE MARTINIQUE,['Logiciel'],"renouvellement de licences bureautique et prestations de services, mode hybride.",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141571,97204,Fort de france cedex martinique,Cté d'Agglo du centre de la Martinique,"['Climatisation', 'Prestations de services', 'Terrassement']",Construction d'une Pépinière d'Agro-Transformation à la ZAE de Choco-Choisy - Lots no9 et 12,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141592,97232,LAMENTIN,SA Aéroport de Martinique Aimé Cesaire,"['Câblage', 'Electricité (travaux)', 'Gros oeuvre']",panneautage taxiways de l'Aéroport Martinique Aimé Césaire,non,directive25,joue,appeloffre,initial,non,2019-09-19
19-141584,97307,Cayenne,COLLECTIVITE TERRITORIALE DE GUYANE,['Prestations de services'],Entretien spécialisé de terrains en gazon synthétique des Installations Sportives Territoriales (I.S.T),non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141410,97307,Cayenne,COLLECTIVITE TERRITORIALE DE GUYANE,['Equipement sportif'],Acquisition d'autres matériels d'aménagement pédagogique pour les installations sportives territoriales (I.S.T),non,directive24,joue,attribution,initial,non,2019-09-19
19-142941,97321,Cayenne cedex,CCI de Guyane,['Eclairage public'],REMPLACEMENT DES BLOCS ECLAIRAGE DES PARKINGS AVION,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142939,97321,Cayenne cedex,CCI de Guyane,['Etanchéité'],REPRISE ETANCHEITE TOITURE AEROGARE,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141603,97337,Cayenne cedex,Université de Guyane,['Gardiennage'],ACCORD-CADRE DE PRESTATION DE GARDIENNAGE ET DE SÉCURISATION DE SITE - UNIVERSITÉ DE GUYANE,non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-140833,97400,SAINT DENIS,Groupement de Commandes EPSMR - CHGM,['Prestations de services'],EXTERNALISATION DES ARCHIVES DE L'EPSMR ET DU CHOR,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-140411,97404,saint denis,CCI Réunion,['Climatisation'],remplacement de la production du groupe d'eau glacée du pôle formation nord de la cci réunion,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-140832,97410,Saint-Pierre,Ville de Saint-Pierre,"[""Matériel d'imprimerie""]",acquisition de cartouches d'encre et de toners pour les années 2020 à 2024,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141616,97410,SAINT-PIERRE,SMTDRSO,['Assurance'],"Souscription d'un contrat d'assurances au profit du SYNDICAT MIXTE DE TRAITEMENT DES DÉCHETS DES MICRO-RÉGIONS SUD ET OUEST DE LA RÉUNION, ILEVA",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141657,97490,Saint-Denis,Commune de Saint-Denis de la Réunion,"['Informatique (matériel)', 'Logiciel', 'Informatique (maintenance serveurs et réseaux)']",Acquisition d'équipements d'infrastructure informatique,non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-137934,97600,Mamoudzou,CENTRE HOSPITALIER DE MAYOTTE,"['Carrelage', 'Charpente', 'Climatisation', 'Couverture', 'Electricité (travaux)', 'Gros oeuvre', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)']",travaux d'aménagement d'un bureau des entrées et consultations pédiatrie enfants de l'hôpital de mamoudzou,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-140940,97600,Mamoudzou,SIM Mayotte,['Bâtiment'],"Marché de travaux pour la réalisation de l'opération "" PASSAMAINTY COLLEGE"", dans le village de Passamainty, commune de Mamoudzou",non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-135322,97600,Mamoudzou,CENTRE HOSPITALIER DE MAYOTTE,"['Fluides médicaux', 'Gouttières', 'Plomberie (travaux)', 'Sanitaire']",travaux de construction de hopital de petite terrereconsultation lot 14 plomberie sanitaire et lot 15 fluides medicaux,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141152,97600,Mamoudzou,SIM Mayotte,['Bâtiment'],"Marché de travaux pour la réalisation de l'opération "" TANAMALAZA "", dans le village de Passamainty, commune de Mamoudzou",non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-141144,97650,Dzoumogné,SIDEVAM,['Abonnement'],AFFRETEMENT DE VEHICULES POUR LA COLLECTE DES DECHETS POUR LE SIDEVAM 976,non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-142785,97650,Dzoumogné,SIDEVAM,['Abonnement'],AMENAGEMENT SITE SIDEVAM DZOUMOGNE,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141183,None,Montargis,C.C.A.S.,"['Repas, traiteur']",fourniture et livraison a domicile de repas fabriques en liaison froide destines aux personnes agees a partir de 60 ans et aux personnes handicapees de montargis,non,directive24,joue,attribution,initial,non,2019-09-19
19-141644,None,SEURRE,Communauté de Communes Rives de Saône,"[""Maîtrise d'oeuvre""]",marché de maîtrise d'oeuvre pour la réhabilitation de l'espace aquatique fernand bonnin à pouilly-sur-saône (21250) : phase 1 appel à candidatures.,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-137964,None,Strasbourg,DIRECTION DEPARTEMENTALE TERRITOIRES,"['Etude', 'Topographie']",réalisation de relevés topographiques et bathymétriques sur le territoire du bas-rhin,non,directive24,joue,attribution,initial,oui,2019-09-19
19-141426,None,liffré,COMMUNAUTE DE COMMUNES PAYS DE LIFFRE,['Assurance'],"marché de service relatif à la prestation d'assurance ""risques statutaires"" pour les besoins de liffré-cormier communauté",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-138359,None,Sablé sur Sarthe,Ville de Sablé sur Sarthe,"['Electricité, gaz (fourniture)']",Fourniture et acheminement d'électricité et prestations de services associés,non,directive24,joue,attribution,initial,non,2019-09-19
19-140555,None,Vichy,Vichy Communauté,"['Equipement sportif', ""Maîtrise d'oeuvre"", 'Terrain de sport']",construction d'un gymnase double et de vestiaires professionnels,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141405,None,lorient,Université de Bretagne Sud,['Télécommunications'],location d'un lien point à point pour une interconnexion de réseaux locaux pour l'université de bretagne-sud,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141390,None,Mont-de-Marsan,Conseil Général des Landes,['Assistance juridique'],prestations juridiques de conseil et d'assistance et représentation juridique du département,non,directive24,joue,attribution,initial,non,2019-09-19
19-141370,None,STRASBOURG,DIRECTION DEPARTEMENTALE TERRITOIRES,['Etude'],étude de l'aléa inondation dans les bassins versants de la sauer et du rhin à courant libre,non,directive24,joue,appeloffre,initial,oui,2019-09-19
19-141345,None,Braud et saint louis,Communauté de communes de l'Estuaire,"[""Maîtrise d'oeuvre""]",accord-cadre de maîtrise d'oeuvre relative aux travaux de gestion des milieux aquatiques et de prévention des inondations,non,directive24,joue,attribution,initial,non,2019-09-19
19-141230,None,DOMERAT,SYND MIXTE INTERCOMMUNAL COLLECTE TRAI,"['Carburant, hydrocarbure', 'Combustible']","fourniture de gasoil, gazole non routier (gnr) et fioul domestique",non,directive24,joue,attribution,initial,non,2019-09-19
19-141619,None,Saint-Benoit,CIREST,['Titres restaurant'],2019aoo19 : acquisition de titres restaurant,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-92853,None,Port-Jérôme-sur-Seine,Ville de Port-Jérôme-sur-Seine,"['Espaces verts', 'Prestations de services', 'Travaux forestiers']","Accord-cadre mono-attributaire pour l'élagage, l'abattage et la suppression de souches d'arbres à Port-Jérôme-Sur-Seine",oui,directive24,joue,appeloffre,initial,oui,2019-09-19
